,loss,accuracy,auc_52,val_loss,val_accuracy,val_auc_52
0,2.0591487884521484,0.549799919128418,0.5019104480743408,0.6876919269561768,0.5524904131889343,0.5042853355407715
1,0.6848954558372498,0.5548948645591736,0.5490280389785767,0.6872277855873108,0.5524904131889343,0.517326831817627
2,0.6745033860206604,0.575189471244812,0.6095384359359741,0.6821048855781555,0.5575990080833435,0.5630871057510376
3,0.6469330191612244,0.6242939233779907,0.6742515563964844,0.6637570261955261,0.595146894454956,0.6297720670700073
4,0.6114807724952698,0.6652522087097168,0.7231272459030151,0.6391748189926147,0.6269476413726807,0.6771081686019897
5,0.5822945237159729,0.6905708312988281,0.7564507722854614,0.6225813627243042,0.6427841782569885,0.701127290725708
6,0.5620114803314209,0.7073032259941101,0.7769879698753357,0.6104354858398438,0.6586207151412964,0.7188190221786499
7,0.5447553396224976,0.7215946316719055,0.7944375872612,0.6023503541946411,0.6699872016906738,0.7301581501960754
8,0.5347186326980591,0.7298402190208435,0.8027932047843933,0.596299409866333,0.6749680638313293,0.7382484674453735
9,0.5258774161338806,0.7361130714416504,0.8109418749809265,0.5921259522438049,0.6807152032852173,0.7446221709251404
10,0.5170894265174866,0.741676390171051,0.8184666633605957,0.5894807577133179,0.6789271831512451,0.7479897737503052
11,0.5100763440132141,0.7464306950569153,0.8236964344978333,0.5881822109222412,0.6830140352249146,0.7502428293228149
12,0.5057016015052795,0.7503902912139893,0.8275011777877808,0.5873583555221558,0.6858237385749817,0.7521674633026123
13,0.4998385012149811,0.7526042461395264,0.8314053416252136,0.585655152797699,0.6897828578948975,0.7548820376396179
14,0.49774235486984253,0.7553575038909912,0.8332509398460388,0.5846560597419739,0.6877394914627075,0.7564311027526855
15,0.4930476248264313,0.7577133774757385,0.8365530967712402,0.5859025120735168,0.6919540166854858,0.7566065788269043
16,0.4902733564376831,0.759416401386261,0.838607907295227,0.5863338112831116,0.693742036819458,0.7567446827888489
17,0.49008989334106445,0.7587777972221375,0.8388302326202393,0.5857840776443481,0.6936143040657043,0.7578399181365967
18,0.48874610662460327,0.7610484957695007,0.8400168418884277,0.5853056311607361,0.6977011561393738,0.758389413356781
19,0.48396432399749756,0.7638869285583496,0.8433735966682434,0.5852970480918884,0.699105978012085,0.7593700289726257
20,0.48072680830955505,0.7649655342102051,0.8452942967414856,0.5851975083351135,0.6996168494224548,0.7598830461502075
21,0.48009228706359863,0.7645255327224731,0.8456193804740906,0.5855547785758972,0.6989783048629761,0.7604064345359802
22,0.4721023738384247,0.769223153591156,0.8511829376220703,0.5870401263237,0.702426552772522,0.7608408331871033
23,0.47265708446502686,0.7693224549293518,0.8508904576301575,0.5876801609992981,0.7011494040489197,0.7605985403060913
24,0.4746444523334503,0.7688825130462646,0.8494964241981506,0.5854505300521851,0.704342246055603,0.7621894478797913
25,0.47306403517723083,0.7686696648597717,0.8505627512931824,0.5854887366294861,0.7048531174659729,0.7619179487228394
26,0.4700217843055725,0.7709261775016785,0.853095531463623,0.5850447416305542,0.7035759687423706,0.7628070116043091
27,0.4676388204097748,0.7720898985862732,0.8543211817741394,0.5860212445259094,0.702426552772522,0.7627033591270447
28,0.46996474266052246,0.7711532711982727,0.8527683615684509,0.5854218006134033,0.7025542855262756,0.7634134292602539
29,0.46230602264404297,0.776290774345398,0.8581414818763733,0.5863562822341919,0.7040868401527405,0.7639093995094299
30,0.4635941982269287,0.7740626335144043,0.857141375541687,0.5859438180923462,0.7042145729064941,0.7642234563827515
31,0.46267449855804443,0.7761772274971008,0.8578749895095825,0.5860080122947693,0.7022988796234131,0.7643384337425232
