,loss,accuracy,auc_12,val_loss,val_accuracy,val_auc_12
0,0.6904847025871277,0.5492889881134033,0.5077978372573853,0.6884728074073792,0.5524904131889343,0.5403924584388733
1,0.6867533922195435,0.5524254441261292,0.5616998076438904,0.6854535341262817,0.5524904131889343,0.5978509187698364
2,0.6828861832618713,0.5524254441261292,0.616328239440918,0.6818701028823853,0.5524904131889343,0.6076890230178833
3,0.678299605846405,0.5524254441261292,0.6337467432022095,0.678204357624054,0.5524904131889343,0.6207881569862366
4,0.6731821894645691,0.55331951379776,0.6504212617874146,0.6738051772117615,0.5549169778823853,0.6343019008636475
5,0.6667482256889343,0.5600749254226685,0.6685037612915039,0.6683080196380615,0.5651341080665588,0.6502650380134583
6,0.6587435603141785,0.5795464515686035,0.6883732676506042,0.661933183670044,0.5864623188972473,0.666082501411438
7,0.6493012309074402,0.6118333339691162,0.7075220942497253,0.6547792553901672,0.6160919666290283,0.6793835163116455
8,0.6381608247756958,0.644943356513977,0.7236121296882629,0.6466959714889526,0.637803316116333,0.690183162689209
9,0.6262239813804626,0.6670687794685364,0.7368150353431702,0.6395547389984131,0.6466155648231506,0.6979507207870483
10,0.6151345372200012,0.6810053586959839,0.7475910782814026,0.6334588527679443,0.6568326950073242,0.7040835618972778
11,0.6046668291091919,0.6916493773460388,0.7567813396453857,0.6281449794769287,0.6592592597007751,0.7084926962852478
12,0.5946145057678223,0.6989725232124329,0.7646574974060059,0.6235781908035278,0.6643677949905396,0.7121602296829224
13,0.5849218964576721,0.7050182819366455,0.7716279029846191,0.6198607683181763,0.6652618050575256,0.7144503593444824
14,0.5756308436393738,0.7102267742156982,0.7780253887176514,0.6170876622200012,0.667432963848114,0.716339647769928
15,0.5668668746948242,0.7154494524002075,0.7840215563774109,0.6152678728103638,0.6678161025047302,0.7176246643066406
16,0.558713436126709,0.7200192809104919,0.7898604869842529,0.6142324805259705,0.6699872016906738,0.7188427448272705
17,0.551128625869751,0.7251284122467041,0.795671820640564,0.6137380003929138,0.6694763898849487,0.720185399055481
18,0.5439766049385071,0.7295137643814087,0.8013966679573059,0.6136159896850586,0.6692209243774414,0.7213597297668457
19,0.5371179580688477,0.7347932457923889,0.8070105910301208,0.6137885451316833,0.6710089445114136,0.722529411315918
20,0.5304505228996277,0.7392353415489197,0.8125190138816833,0.6142394542694092,0.6722860932350159,0.7234430313110352
21,0.5238990783691406,0.7441883683204651,0.8178732395172119,0.6149745583534241,0.671775221824646,0.7242807745933533
