,loss,accuracy,auc_58,val_loss,val_accuracy,val_auc_58
0,3.5900769233703613,0.554085910320282,0.6117464900016785,0.7705903053283691,0.5524904131889343,0.7207159996032715
1,0.6940586566925049,0.5885441899299622,0.7174756526947021,0.6700262427330017,0.663090705871582,0.7475369572639465
2,0.6495559215545654,0.6910675168037415,0.7557209730148315,0.6419382691383362,0.6956577301025391,0.7567217946052551
3,0.6294428110122681,0.702520489692688,0.7654075622558594,0.6306807398796082,0.6968071460723877,0.7602459788322449
4,0.6200146079063416,0.7044932246208191,0.7685996294021606,0.6235043406486511,0.7006385922431946,0.7632827162742615
5,0.6128906607627869,0.7087792158126831,0.772918701171875,0.6180455088615417,0.704725444316864,0.7661172151565552
6,0.6064361929893494,0.7121143341064453,0.7771252989768982,0.6142444610595703,0.706768810749054,0.7678927183151245
7,0.6005226969718933,0.7137322425842285,0.7815917730331421,0.6105043292045593,0.7077905535697937,0.7696202993392944
8,0.595314621925354,0.7169821858406067,0.7850888967514038,0.6076409220695496,0.7091953754425049,0.77125084400177
9,0.5915433168411255,0.719806432723999,0.7874495983123779,0.6048654317855835,0.7099617123603821,0.7720627784729004
10,0.5873454809188843,0.722673237323761,0.790692925453186,0.6030429601669312,0.7114942669868469,0.7729600071907043
11,0.5836027264595032,0.7247594594955444,0.7934294939041138,0.6011695265769958,0.7108556628227234,0.7738008499145508
12,0.580237090587616,0.7262070178985596,0.7957596778869629,0.5994879007339478,0.7117496728897095,0.7743492126464844
13,0.5769071578979492,0.728761613368988,0.7982001304626465,0.5982798337936401,0.7126436829566956,0.7744823694229126
14,0.5736945867538452,0.730450451374054,0.8004602789878845,0.5971583127975464,0.710983395576477,0.7748095989227295
15,0.5713410377502441,0.7320115566253662,0.8017511367797852,0.595470666885376,0.7127714157104492,0.7751280665397644
16,0.5678178668022156,0.7340410351753235,0.804416298866272,0.5950049161911011,0.7116219401359558,0.7750877141952515
17,0.5648081302642822,0.7350060939788818,0.8067460060119629,0.5938933491706848,0.7125159502029419,0.7753558158874512
18,0.5624932646751404,0.7356731295585632,0.8082653284072876,0.5933761596679688,0.7113665342330933,0.7753275632858276
19,0.5591536164283752,0.737248420715332,0.8107708096504211,0.5933306813240051,0.7116219401359558,0.775168240070343
