,loss,accuracy,auc_38,val_loss,val_accuracy,val_auc_38
0,0.5518056750297546,0.7136045098304749,0.7723671793937683,0.6339613795280457,0.693742036819458,0.7484048008918762
1,0.5007360577583313,0.7447134852409363,0.8137447237968445,0.6529828310012817,0.6933588981628418,0.7442296743392944
2,0.4920283854007721,0.7494677901268005,0.8194506168365479,0.6442461609840393,0.6916986107826233,0.7374141216278076
3,0.4890098571777344,0.7498935461044312,0.8202509880065918,0.6824240684509277,0.6905491948127747,0.7417242527008057
